dataset_id,variant_id,metric,ci_low,ci_high,method
1,5,wer,0.05156739668587648,0.06759769550080343,bootstrap_percentile
1,5,latency_p50_ms,945.9211999783292,1011.57830003649,bootstrap_percentile
1,5,latency_p95_ms,1665.343079972081,1897.5560400169331,bootstrap_percentile
1,5,rtf_mean,0.1848738766260537,0.20568390397820338,bootstrap_percentile
1,5,rtf_p95,0.36900075468814597,0.4499504098736772,bootstrap_percentile
1,5,wer_sentence_proxy,0.40594059405940597,0.49504950495049505,bootstrap_percentile
1,2,wer,0.055777587503350684,0.07202580025799393,bootstrap_percentile
1,2,latency_p50_ms,1067.8383999620564,1153.021499980241,bootstrap_percentile
1,2,latency_p95_ms,2092.609050014289,2361.492099938914,bootstrap_percentile
1,2,rtf_mean,0.21082858895695095,0.27112747404359194,bootstrap_percentile
1,2,rtf_p95,0.41061718832902366,0.51304216213474,bootstrap_percentile
1,2,wer_sentence_proxy,0.4683794466403162,0.5553359683794467,bootstrap_percentile
1,3,wer,0.05149725889855474,0.06640874240614224,bootstrap_percentile
1,3,latency_p50_ms,1063.423249986954,1156.4863424981013,bootstrap_percentile
1,3,latency_p95_ms,1986.4936805759498,2362.7445999882184,bootstrap_percentile
1,3,rtf_mean,0.21428126499829997,0.24114751751556754,bootstrap_percentile
1,3,rtf_p95,0.4217233627843757,0.556695607020611,bootstrap_percentile
1,3,wer_sentence_proxy,0.4268774703557312,0.5098814229249012,bootstrap_percentile
1,4,wer,0.04998752459182576,0.06488046714200892,bootstrap_percentile
1,4,latency_p50_ms,1052.1561999921687,1129.2443999554962,bootstrap_percentile
1,4,latency_p95_ms,1983.4002499701455,2222.7013718540547,bootstrap_percentile
1,4,rtf_mean,0.20979368792109035,0.23451443757222956,bootstrap_percentile
1,4,rtf_p95,0.44661276112286513,0.5568097491625845,bootstrap_percentile
1,4,wer_sentence_proxy,0.4090909090909091,0.49407114624505927,bootstrap_percentile
1,1,wer,0.04969680777553063,0.06453920706665787,bootstrap_percentile
1,1,latency_p50_ms,1035.8049937320175,1156.763537520601,bootstrap_percentile
1,1,latency_p95_ms,2151.775003790681,2533.1221999949776,bootstrap_percentile
1,1,rtf_mean,0.21352972737388679,0.23696480378379703,bootstrap_percentile
1,1,rtf_p95,0.43602540088643327,0.5716238249528982,bootstrap_percentile
1,1,wer_sentence_proxy,0.40118577075098816,0.48616600790513836,bootstrap_percentile
