dataset_id,variant_id,metric,ci_low,ci_high,method
1,5,wer,0.050464240045750036,0.06559985864324512,bootstrap_percentile
1,5,latency_p50_ms,1001.9525074734702,1117.7217062417185,bootstrap_percentile
1,5,latency_p95_ms,1858.7810793454992,2051.242299959995,bootstrap_percentile
1,5,rtf_mean,0.20016624157236765,0.22337811240806843,bootstrap_percentile
1,5,rtf_p95,0.4068167857150291,0.5335975946539095,bootstrap_percentile
1,5,wer_sentence_proxy,0.4090909090909091,0.49407114624505927,bootstrap_percentile
1,2,wer,0.055915057790713374,0.07212679857547223,bootstrap_percentile
1,2,latency_p50_ms,1085.6996000511572,1183.6774999974295,bootstrap_percentile
1,2,latency_p95_ms,2135.638099978678,2568.4520000359043,bootstrap_percentile
1,2,rtf_mean,0.22355430550853428,0.2507224883645315,bootstrap_percentile
1,2,rtf_p95,0.4775292026590668,0.6280646250039961,bootstrap_percentile
1,2,wer_sentence_proxy,0.4683794466403162,0.5553359683794467,bootstrap_percentile
1,3,wer,0.05161378510361397,0.06651359434710635,bootstrap_percentile
1,3,latency_p50_ms,1081.7280124872923,1189.6106499480084,bootstrap_percentile
1,3,latency_p95_ms,2070.1735999900848,2261.615365623584,bootstrap_percentile
1,3,rtf_mean,0.21711037465710673,0.24159900393903685,bootstrap_percentile
1,3,rtf_p95,0.44075988863609694,0.5526840657563754,bootstrap_percentile
1,3,wer_sentence_proxy,0.428804347826087,0.5138339920948617,bootstrap_percentile
1,4,wer,0.049949185162139836,0.06465696500850711,bootstrap_percentile
1,4,latency_p50_ms,1035.302792514267,1138.635549985338,bootstrap_percentile
1,4,latency_p95_ms,1957.0985499303788,2144.4917749613523,bootstrap_percentile
1,4,rtf_mean,0.20940516791120667,0.23391703435011837,bootstrap_percentile
1,4,rtf_p95,0.44741995219283676,0.5949657926798753,bootstrap_percentile
1,4,wer_sentence_proxy,0.4090909090909091,0.49604743083003955,bootstrap_percentile
1,1,wer,0.04969680777553063,0.06453920706665787,bootstrap_percentile
1,1,latency_p50_ms,1168.3219237165758,1252.2158500505611,bootstrap_percentile
1,1,latency_p95_ms,2154.664699919522,2602.0907419151627,bootstrap_percentile
1,1,rtf_mean,0.23112660647173802,0.2689793471329472,bootstrap_percentile
1,1,rtf_p95,0.47776755676886407,0.6446070115392407,bootstrap_percentile
1,1,wer_sentence_proxy,0.40118577075098816,0.48616600790513836,bootstrap_percentile
