dataset_id,variant_id,metric,ci_low,ci_high,method
1,5,wer,0.051485357730098394,0.06716853458043401,bootstrap_percentile
1,5,latency_p50_ms,987.8701000125147,1088.964249996934,bootstrap_percentile
1,5,latency_p95_ms,1906.1989575769985,2105.4975430699415,bootstrap_percentile
1,5,rtf_mean,0.20260510290705588,0.22508129546593816,bootstrap_percentile
1,5,rtf_p95,0.4269338596363046,0.5080826660932236,bootstrap_percentile
1,5,wer_sentence_proxy,0.4090909090909091,0.49407114624505927,bootstrap_percentile
1,2,wer,0.05587446024795766,0.07202838751586298,bootstrap_percentile
1,2,latency_p50_ms,1216.7557287379168,1308.376449975185,bootstrap_percentile
1,2,latency_p95_ms,2378.1011500104796,2722.5519500207156,bootstrap_percentile
1,2,rtf_mean,0.24745634245486398,0.2765480316584255,bootstrap_percentile
1,2,rtf_p95,0.552099197660697,0.6479976426070504,bootstrap_percentile
1,2,wer_sentence_proxy,0.4683794466403162,0.5553359683794467,bootstrap_percentile
1,3,wer,0.05149725889855474,0.06640874240614224,bootstrap_percentile
1,3,latency_p50_ms,1121.3904112897583,1264.0123999444768,bootstrap_percentile
1,3,latency_p95_ms,2190.0017049985763,2491.0258131247247,bootstrap_percentile
1,3,rtf_mean,0.22716752239664534,0.25225485477883847,bootstrap_percentile
1,3,rtf_p95,0.4500771646069238,0.5796548425916609,bootstrap_percentile
1,3,wer_sentence_proxy,0.4268774703557312,0.5098814229249012,bootstrap_percentile
1,4,wer,0.04998752459182576,0.06488046714200892,bootstrap_percentile
1,4,latency_p50_ms,1090.792000060901,1224.2730000289157,bootstrap_percentile
1,4,latency_p95_ms,2140.3599999903236,2425.974249985302,bootstrap_percentile
1,4,rtf_mean,0.22416429735138071,0.2478156879943353,bootstrap_percentile
1,4,rtf_p95,0.44157789475265663,0.5755783396380596,bootstrap_percentile
1,4,wer_sentence_proxy,0.4090909090909091,0.49407114624505927,bootstrap_percentile
1,1,wer,0.04959952432553967,0.06443317793468264,bootstrap_percentile
1,1,latency_p50_ms,1237.4228400120046,1321.910599945113,bootstrap_percentile
1,1,latency_p95_ms,2353.3368000062183,2646.458100003656,bootstrap_percentile
1,1,rtf_mean,0.24646417503978854,0.2746902457660238,bootstrap_percentile
1,1,rtf_p95,0.5134437504757915,0.6033640666060822,bootstrap_percentile
1,1,wer_sentence_proxy,0.39920948616600793,0.48423913043478256,bootstrap_percentile
